,Cleaned Data
225,"But he would not mention his fears to Fontaine; and as soon as Madame Fleury was safely out of hearing, Marsac contrived to raise burst of rather hollow and hysterical laughter."
226,“To think she should imagine that she could trap us in any such way as that!
227,Ha!
228,"ha!” Fontaine’s reply, from the depths of the sofa, was something between groan and howl, and he moaned,[Pg 43] “You know, Marsac, I love Claire Duval; and this devilish Madame Fleury has my written promise—” “A bagatelle!” cried Marsac, still keeping up the pretence of laughter."
229,"“Do you suppose I would have let you get into such trap if I could not have got you out?” This gave some comfort to Fontaine, who had sublime faith in Marsac’s powers as well as his friendship."
230,"But in spite of all his efforts, Marsac pretty soon had to give up the hilarious view of the situation."
231,"Fontaine lay on the sofa, groaning, kicking, and occasionally sighing out the name of Claire Duval."
232,"Marsac looked out of the window at prospect made up chiefly of chimney-pots and fine small rain that began to fall, and for the first time realised their truly desperate situation."
233,"After half an hour of silence on his part, and complainings on Fontaine’s, shadow of his old spirit came back to Marsac."
234,[Pg 44] “If one of us only had rich relation we could murder!
235,"But I don’t believe any two fellows in the world have so few near relations as we Fontaine by this time was sitting up on the sofa, his in his hands."
236,"Presently he said, with gloomy indifference,— “I had an uncle, an American,—Uncle Maurice,—who has not been in France for twenty-five years; and the last we heard of him, he was living on fifteen cents day in New York."
237,"Then we heard in roundabout way that he was dead; but he had nothing to leave anybody “Very likely,” sighed Marsac."
238,"“An American and his money are soon parted The next moment, Fontaine believed that the last and greatest of misfortunes had befallen his friend; for Marsac, leaping up, began to charge about the room, shouting at the top of his lungs."
239,“Hurrah!
240,Hurrah!
241,"Your Uncle[Pg 45] Maurice has died, and has left you fortune!"
242,Huzza!
243,What glorious idea!
244,"Huzza for Uncle Maurice!” Fontaine, stunned at first, went up to Marsac, who was capering wildly about, and in voice tremulous with apprehension, and himself deadly pale, said, “My dear, kind Marsac, be quiet, pray."
245,"You have taken our misfortunes too much to heart, and they have unbalanced you."
246,"Sit down awhile; I have some money,”—the poor lad had not sou but the two francs,—“quite enough for several days It was piteous to see his weak pretences."
247,He rattled the two francs in his pocket and tried to smile.
248,"Marsac, seeing the dreadful thought in Fontaine’s mind, stopped his whooping, and seizing Fontaine in his arms, cried out,— “You honest little simpleton!"
249,"Of course Uncle Maurice hasn’t just died and left you fortune; but let the world think so, and see if our fortunes[Pg 46] are not made!"
250,"How would paragraph like this sound in the papers: ‘We are happy to announce that Monsieur Auguste Fontaine, the brilliant young journalist, has inherited fortune of’—let me see, it’s as easy to give you two million francs as one million—‘from his lately deceased uncle, Monsieur Maurice Fontaine of New York, the celebrated’—wine-importer, I should say; that’s good decent business."
251,"I can work the paragraph up more; tell about your Uncle Maurice going against the traditions of his family in entering trade, and all that sort of thing."
252,"Trust me to get it up!” Fontaine was so delighted at finding Marsac was not crazy after all, that he could do nothing but hug him and say, “Marsac, I was so frightened when you began to talk so; and you may kill all my uncles and aunts, if you can find any to kill."
253,"But will—will this dazzling story be believed about Uncle What’s-his-name?” [Pg 47] “My dear fellow,” replied Marsac, in high good-humour, “don’t you know there is large of the human race that goes about actually begging to be humbugged?"
254,Did you ever know wildly improbable story started yet that wasn’t readily believed?
255,"And the more it is contradicted, the more it is believed."
256,"At any rate, it can’t do us any harm; nothing can harm us in our present straits “Well, if people should believe in Uncle Maurice,” began Fontaine, anxiously; but Marsac cut him short."
257,“Believe in Uncle Maurice!
258,"Why, I believe in him, and I created him myself,—that is, our Uncle Maurice."
259,Dear kind old chap!
260,"I feel as if I had just shaken hands with him “But,” persisted Fontaine, “if Madame Fleury should believe in him and the fortune, wouldn’t it be that much more difficult for me to escape from her?” “We should be in that much better[Pg 48] condition to fight her."
261,"No, my boy, don’t refuse fortune of two million francs even on paper."
262,"Why,” continued Marsac, producing from corner his palette, brushes, and an unfinished portrait of Spanish bull-fighter, “look!"
263,"I will make you portrait of Uncle Maurice;” and with few bold strokes the bull-fighter assumed the appearance of hale old gentleman of sixty, in black coat and white tie."
264,"“But there is no time to lose,” cried he, throwing down his palette and brushes."
265,“It ought to be in the afternoon papers.
266,"There is the clock on the church-tower striking eleven,—I shall have time yet before they go to press."
267,"Give me your shoes—” Fontaine kicked them off, and Marsac put them on."
268,“And your hat is better[Pg 49] than mine—” Fontaine ran and fetched the hat.
269,"“Let me see; the paragraph ought to be written out Marsac seated himself at the and Fontaine hung over him, while he rapidly wrote half page, and then, rising and going out, cried: “Keep up your heart, old boy!"
